,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
1,1,10.080784800000002,0.581434309,-0.02475811,-0.099950463,-10.0,0.148853213,14.0,-0.000430045,-1.0
5,5,10.0845032,0.577859044,-0.031429183,-0.099920258,-10.0,0.14958131300000002,14.0,-0.001959336,-1.0
12,12,10.0365372,0.657672346,-0.063217253,-0.099134654,-10.0,0.140303567,14.0,-0.008718365,-1.0
7,7,10.0501566,0.6416716579999999,-0.051370576,-0.09899506,-10.0,0.14226804699999998,14.0,-0.006570605,-1.0
11,11,10.053548800000002,0.634464145,-0.057649214,-0.098962799,-10.0,0.143126681,14.0,-0.007816484,-1.0
3,3,10.0555048,0.638134718,-0.037987225,-0.098949164,-10.0,0.142709479,14.0,-0.004046001,-1.0
16,16,10.058441199999999,0.6241538520000001,-0.06646374599999999,-0.09891626199999999,-10.0,0.144355297,14.0,-0.009566893,-1.0
0,0,10.0621328,0.6363973620000001,-0.026771436000000003,-0.09890037800000001,-10.0,0.14308938400000001,14.0,-0.001937729,-1.0
6,6,10.065683400000001,0.622479737,-0.039825913,-0.09886096400000001,-10.0,0.14459565300000002,14.0,-0.0045066540000000006,-1.0
10,10,10.065363900000001,0.618725896,-0.05217646099999999,-0.098859608,-10.0,0.145029634,14.0,-0.006884498,-1.0
13,13,10.0709734,0.608472288,-0.057698771,-0.098807916,-10.0,0.146256119,14.0,-0.008007674000000001,-1.0
2,2,10.0738955,0.614815652,-0.025460528,-0.098789454,-10.0,0.145557627,14.0,-0.0017622979999999996,-1.0
15,15,10.0769434,0.598559439,-0.060660034,-0.09875378,-10.0,0.14744541,14.0,-0.008640815999999999,-1.0
8,8,10.0782204,0.603087544,-0.041879065,-0.09874883300000001,-10.0,0.14692755,14.0,-0.005033185999999999,-1.0
4,4,10.079552699999999,0.604178429,-0.031822413,-0.098733962,-10.0,0.146877468,14.0,-0.0029953209999999996,-1.0
17,13953,10.0831699,0.5886170270000001,-0.06344480799999999,-0.098681688,-10.0,0.149084479,14.0,-0.009776049,-1.0
9,9,10.0866909,0.590161681,-0.042746812,-0.098673374,-10.0,0.148482487,14.0,-0.005288815,-1.0
14,14,10.092251800000001,0.5795421,-0.049111836,-0.09861916300000001,-10.0,0.14977912599999998,14.0,-0.0065277090000000005,-1.0
