,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
9,123996,9.61126518,-1.12831974,-0.487845093,-0.099869974,-10.0,-0.08903420699999999,-9.0,-0.037743092,-4.0
1,1,9.3545723,-1.27044082,-0.571752012,-0.099228248,-10.0,-0.080909133,-9.0,-0.033365332000000004,-4.0
7,7,9.50150204,-1.23451042,-0.426562846,-0.099199891,-10.0,-0.08727432800000001,-9.0,-0.03046844,-4.0
0,0,9.320014,-1.34238601,-0.560907125,-0.096756034,-10.0,-0.080461517,-9.0,-0.030620609,-4.0
3,3,9.44451332,-1.26306343,-0.581001401,-0.096638262,-10.0,-0.083193071,-9.0,-0.035909791,-4.0
6,6,9.49418259,-1.26215589,-0.54486835,-0.09586098800000001,-10.0,-0.085126311,-9.0,-0.035342429,-4.0
2,2,9.38856316,-1.32206297,-0.623933077,-0.09443944,-10.0,-0.081242941,-9.0,-0.035452388,-4.0
4,4,9.39511204,-1.316661,-0.652834296,-0.09394489199999999,-10.0,-0.08093705799999999,-9.0,-0.037043564,-4.0
5,5,9.42113113,-1.29977775,-0.6851271990000001,-0.093378753,-10.0,-0.081058532,-9.0,-0.039454281,-4.0
8,8,9.58930397,-1.2581712,-0.56478703,-0.092721105,-10.0,-0.08739750800000001,-9.0,-0.038423173,-4.0
