,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
12,12,7.79761505,-0.248036295,-1.69910109,-0.099623315,-10.0,-0.008408509,-1.0,-0.048262499,-5.0
1,1,7.48697805,-0.066858828,-1.65561557,-0.09923064,-10.0,-0.002499783,-1.0,-0.04220002900000002,-5.0
5,5,7.68920755,-0.016732216,-1.72612858,-0.098706029,-10.0,-0.001842604,-1.0,-0.046232343,-5.0
3,3,7.792047500000002,0.070689701,-1.75013888,-0.098513223,-10.0,-0.000253863,-1.0,-0.048206415,-5.0
10,10,7.64591169,-0.26845288300000003,-1.73369217,-0.098415747,-10.0,-0.008001705999999999,-1.0,-0.04584904,-5.0
6,6,7.49212742,-0.342711717,-1.70951271,-0.09838861199999999,-10.0,-0.008914492,-1.0,-0.042809371,-5.0
8,8,7.72588348,-0.175708532,-1.78854597,-0.09797301900000001,-10.0,-0.005945806,-1.0,-0.048081882,-5.0
14,14,7.74697113,-0.286154717,-1.75131321,-0.097905323,-10.0,-0.009270515,-1.0,-0.047496118,-5.0
7,7,7.7940011,-0.101377502,-1.83479941,-0.097564399,-10.0,-0.004330918,-1.0,-0.049950946,-5.0
13,13,7.76011944,-0.274567574,-1.90300143,-0.095333859,-10.0,-0.008553126,-1.0,-0.049256317,-5.0
9,9,7.63170624,-0.257803142,-2.04389262,-0.093834594,-10.0,-0.006063282,-1.0,-0.049115814,-5.0
15,89944,7.59755421,-0.423323005,-2.10494304,-0.09264116,-10.0,-0.009515485,-1.0,-0.048822049000000006,-5.0
11,11,7.47648335,-0.424957871,-2.12884593,-0.092625178,-10.0,-0.008269423,-1.0,-0.047332309,-5.0
4,4,7.51668644,0.105419524,-2.14380479,-0.091973811,-10.0,-0.000179514,-1.0,-0.049874420999999995,-5.0
0,0,7.14299107,0.052376926,-2.08554983,-0.09156949800000001,-10.0,-0.0005425380000000001,-1.0,-0.045820035,-5.0
2,2,6.94835281,-0.249463618,-2.13060117,-0.09114667800000001,-10.0,-0.00492169,-1.0,-0.042275287,-5.0
