,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
3,3,10.145631800000002,0.270336807,-0.274274975,-0.098422289,-10.0,0.125195801,12.0,-0.120848246,-13.0
7,7,10.1488819,0.264734924,-0.276788056,-0.098396242,-10.0,0.123378061,12.0,-0.123924419,-13.0
2,2,10.149013499999999,0.265028775,-0.268101364,-0.09839159300000001,-10.0,0.12666556199999998,12.0,-0.121897645,-13.0
0,0,10.1486816,0.266343117,-0.262160212,-0.098385036,-10.0,0.129076749,12.0,-0.120081984,-13.0
6,6,10.1506157,0.262184352,-0.27081477600000003,-0.09837877800000001,-10.0,0.12520636599999999,12.0,-0.12377306099999999,-13.0
1,1,10.1523514,0.25986734,-0.260834396,-0.098359942,-10.0,0.12856651800000002,12.0,-0.12264251,-13.0
10,10,10.1530638,0.25793528600000004,-0.273345262,-0.098358661,-10.0,0.123594835,12.0,-0.126242518,-13.0
4,4,10.1538525,0.25718599600000003,-0.263679266,-0.09834805099999999,-10.0,0.127083898,12.0,-0.12447298300000001,-13.0
13,98601,10.1554832,0.253665954,-0.27697882100000004,-0.098339051,-10.0,0.121568546,12.0,-0.128961667,-13.0
8,8,10.156120300000001,0.253244549,-0.266112566,-0.09832933599999999,-10.0,0.125556961,12.0,-0.126782432,-13.0
5,5,10.1567135,0.252743095,-0.257773608,-0.098321021,-10.0,0.128589764,12.0,-0.125190422,-13.0
12,12,10.1573906,0.250795633,-0.27152028699999997,-0.09832035,-10.0,0.123154566,12.0,-0.129066855,-13.0
9,9,10.1592941,0.248316377,-0.259533077,-0.098299235,-10.0,0.127238065,12.0,-0.12757194,-13.0
11,11,10.1602888,0.246334508,-0.264904767,-0.098292694,-10.0,0.124922447,12.0,-0.129637718,-13.0
