,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
1,1,10.1237326,-0.222371295,-0.340077549,-0.09794277,-10.0,-0.102041453,-11.0,-0.141047478,-15.0
6,6,10.1243734,-0.218931943,-0.341819882,-0.097937644,-10.0,-0.100176983,-11.0,-0.14249526,-15.0
2,2,10.1266441,-0.218891501,-0.332509518,-0.097916633,-10.0,-0.103713728,-11.0,-0.14151401800000002,-15.0
3,3,10.127370800000001,-0.21934753699999998,-0.328941822,-0.09790979300000001,-10.0,-0.10523352,-11.0,-0.14096508900000002,-15.0
7,7,10.1277657,-0.21268352899999998,-0.335798979,-0.09790772199999999,-10.0,-0.100293256,-11.0,-0.144142687,-15.0
8,8,10.1324024,-0.206435025,-0.324650466,-0.097866207,-10.0,-0.102365144,-11.0,-0.145241573,-15.0
4,4,10.134609199999998,-0.206959426,-0.314893186,-0.097845629,-10.0,-0.106269419,-11.0,-0.144005388,-15.0
9,9,10.1355219,-0.202402323,-0.316935003,-0.09783820800000001,-10.0,-0.103900768,-11.0,-0.145895138,-15.0
10,10,10.138793,-0.198623747,-0.308271468,-0.097808838,-10.0,-0.105886623,-11.0,-0.146354035,-15.0
11,11,10.1390591,-0.193233684,-0.31404227,-0.097807601,-10.0,-0.101805165,-11.0,-0.148948222,-15.0
12,151847,10.142622,-0.189160779,-0.304544508,-0.097775549,-10.0,-0.104006514,-11.0,-0.14942582,-15.0
0,0,10.1711102,-0.21380204,-0.322172314,-0.091946617,-10.0,-0.108034149,-11.0,-0.142932132,-15.0
5,5,10.181110400000001,-0.19312100100000001,-0.30178829999999995,-0.091848746,-10.0,-0.10950168199999999,-11.0,-0.147108465,-15.0
