,u,v,w,x,x bin,y,y bin,z,z bin
0,9.62600327,0.276136607,1.96066701,0.100719616,10.0,-3.64e-05,-1.0,-0.07315293,-8.0
1,9.55037403,0.355233222,1.85580111,0.10935661199999999,10.0,-0.002271701,-1.0,-0.071655594,-8.0
2,9.41854668,0.487601548,1.89638782,0.107503794,10.0,-0.005773569,-1.0,-0.070309252,-8.0
3,9.62434959,0.486456513,1.80294025,0.108355194,10.0,-0.006487946999999999,-1.0,-0.07260029,-8.0
4,9.75755692,0.269164294,1.77159905,0.104747564,10.0,-0.000397439,-1.0,-0.077083588,-8.0
5,9.68437386,0.48002865899999997,1.75098252,0.108305737,10.0,-0.006432999,-1.0,-0.07436894599999999,-8.0
6,9.7321825,0.433920979,1.71018624,0.108335167,10.0,-0.00515539,-1.0,-0.076064736,-8.0
7,9.78631973,0.5511544939999999,1.68429327,0.10686373699999999,10.0,-0.008973964000000001,-1.0,-0.076348528,-8.0
8,9.86316681,0.461296231,1.63073814,0.106577307,10.0,-0.006295217,-1.0,-0.079345666,-8.0
108860,9.77675819,0.534606159,1.66942263,0.10815714300000001,10.0,-0.008284341,-1.0,-0.076652765,-8.0
