,u,v,w,x,x bin,y,y bin,z,z bin
0,9.58171177,-1.50437379,-0.426833481,0.107448377,10.0,0.074094147,7.0,-0.000414549,-1.0
1,9.3715992,-1.54617846,-0.43988806,0.108513594,10.0,0.071451113,7.0,-0.0008132980000000001,-1.0
2,9.49741268,-1.56117082,-0.45112136,0.103783838,10.0,0.073490277,7.0,-0.0015199629999999998,-1.0
3,9.70895481,-1.48970914,-0.43917751299999996,0.101950482,10.0,0.07684283,7.0,-0.00098059,-1.0
4,9.74752235,-1.37991977,-0.379564166,0.108883567,10.0,0.077495843,7.0,-0.001085434,-1.0
5,9.62590313,-1.57149291,-0.41228610299999996,0.10525368199999999,10.0,0.074115843,7.0,-0.002321007,-1.0
6,9.71550179,-1.50155711,-0.396011323,0.105771333,10.0,0.075960323,7.0,-0.002136546,-1.0
7,9.73407078,-1.4936986,-0.372194946,0.106640801,10.0,0.076249108,7.0,-0.003209192,-1.0
8,9.94669914,-1.47050357,-0.364598364,0.102523021,10.0,0.07946793,7.0,-0.003636152,-1.0
9,9.88497543,-1.44619286,-0.343921095,0.105578974,10.0,0.078772418,7.0,-0.004137391,-1.0
10,9.68174839,-1.73596501,-0.25249967,0.10014341,10.0,0.073209412,7.0,-0.007599524,-1.0
11,9.88676643,-1.58142257,-0.332120508,0.10070467699999999,10.0,0.07746274,7.0,-0.005280708,-1.0
12,9.93542862,-1.48879302,-0.255380273,0.105929412,10.0,0.078867242,7.0,-0.008009829,-1.0
55365,9.78334999,-1.67686272,-0.212495908,0.10178736599999999,10.0,0.074708842,7.0,-0.008731041,-1.0
