,u,v,w,x,x bin,y,y bin,z,z bin
0,10.169549900000002,-0.505401731,0.259679437,0.107031837,10.0,0.118337944,11.0,-0.080703281,-9.0
1,10.1648827,-0.511720359,0.265078098,0.106989771,10.0,0.117290892,11.0,-0.080552585,-9.0
2,10.1787634,-0.487479836,0.250904679,0.107759632,10.0,0.119842365,11.0,-0.081730694,-9.0
3,10.2195396,-0.49740472399999996,0.27352824800000003,0.101097368,10.0,0.115744524,11.0,-0.083317518,-9.0
4,10.163866,-0.509590268,0.283030361,0.107563637,10.0,0.113500848,11.0,-0.082579419,-9.0
5,10.1769962,-0.522910595,0.292415023,0.10519376400000001,10.0,0.111531645,11.0,-0.082059965,-9.0
6,10.1837301,-0.475696683,0.255507112,0.107491724,10.0,0.119127713,11.0,-0.08365779400000001,-9.0
7,10.2118406,-0.4657570720000001,0.274050087,0.10410542,10.0,0.11567048,11.0,-0.08693995300000001,-9.0
8,10.2077141,-0.47555384,0.279525578,0.10409458,10.0,0.114474244,11.0,-0.08634419,-9.0
9,10.174633,-0.49265894299999996,0.282330811,0.107261471,10.0,0.11372327800000001,11.0,-0.08449807,-9.0
10,10.1750755,-0.493634343,0.290314704,0.107272334,10.0,0.112029925,11.0,-0.085181713,-9.0
11,10.170223199999999,-0.504400373,0.293651879,0.107257307,10.0,0.111282475,11.0,-0.084259279,-9.0
12,10.1944809,-0.451372504,0.257254064,0.107604153,10.0,0.118893281,11.0,-0.086684085,-9.0
13,10.223465,-0.441738009,0.27418386899999997,0.10415956400000001,10.0,0.115733854,11.0,-0.08975451400000001,-9.0
14,10.2184086,-0.454881698,0.285836279,0.104153842,10.0,0.113217548,11.0,-0.08938524099999999,-9.0
58165,10.2104034,-0.473852247,0.29630997800000003,0.104132734,10.0,0.110928468,11.0,-0.08821870400000001,-9.0
