,u,v,w,x,x bin,y,y bin,z,z bin
0,10.0848217,0.543085694,0.879815221,0.105055764,10.0,-0.027175602000000004,-3.0,-0.10013593,-11.0
1,10.078769699999999,0.411059856,0.8657206890000001,0.10548330800000001,10.0,-0.021808252,-3.0,-0.10799819199999999,-11.0
2,10.099534,0.4496510620000001,0.81474185,0.10539031,10.0,-0.025847148,-3.0,-0.106834784,-11.0
3,10.0728273,0.464280963,0.7792298790000001,0.108655065,10.0,-0.029613931,-3.0,-0.10489862400000001,-11.0
4,10.0924234,0.451788783,0.7816094159999999,0.106934607,10.0,-0.028234961,-3.0,-0.106541432,-11.0
5,10.0736189,0.39925050700000003,0.841772139,0.106577672,10.0,-0.022932466000000002,-3.0,-0.108600795,-11.0
6,10.080145800000002,0.411713183,0.814454675,0.106881708,10.0,-0.024902966,-3.0,-0.108269624,-11.0
7,10.0559235,0.398970783,0.796438098,0.10947734099999999,10.0,-0.02616941,-3.0,-0.108020239,-11.0
8,10.1477795,0.481049925,0.799588203,0.10004802,10.0,-0.029366218,-3.0,-0.107176304,-11.0
133183,10.077812199999999,0.398762584,0.743781805,0.10864052199999999,10.0,-0.029354885,-3.0,-0.109295256,-11.0
