,u,v,w,x,x bin,y,y bin,z,z bin
0,10.2293816,0.106003419,-0.464882195,0.104575925,10.0,-0.020366477,-3.0,0.136445493,13.0
1,10.2283678,0.113164574,-0.43228814,0.106056884,10.0,-0.026213249,-3.0,0.139562696,13.0
2,10.2205429,0.112877086,-0.447582304,0.106515229,10.0,-0.023611397000000003,-3.0,0.13761732,13.0
3,10.2330933,0.12071754,-0.4350407120000001,0.104659274,10.0,-0.028587649,-3.0,0.138975963,13.0
4,10.2390776,0.115995973,-0.5004282,0.100491248,10.0,-0.02136592,-3.0,0.132272243,13.0
5,10.2382736,0.122504331,-0.452882051,0.102670617,10.0,-0.026129894,-3.0,0.137106836,13.0
6,10.1979494,0.126199946,-0.470915735,0.10818059699999999,10.0,-0.025158765,-3.0,0.133415952,13.0
7,10.2252626,0.13353461,-0.496854603,0.101780772,10.0,-0.024986226,-3.0,0.131122842,13.0
8,10.188416499999999,0.136317939,-0.487167358,0.108251706,10.0,-0.026455322000000003,-3.0,0.13066813300000002,13.0
9,10.1884022,0.14119713,-0.486076981,0.108234897,10.0,-0.028107001,-3.0,0.130309135,13.0
64268,10.1901484,0.14468728,-0.481802464,0.108244903,10.0,-0.029618218999999998,-3.0,0.130398393,13.0
