,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,1,1,9.66777611,0.922260642,-0.7255402209999999,0,-10.0,0.082077414,8.0,-0.061173059,-7.0
1,4,4,9.68526363,0.89130044,-0.7377021909999999,0,-10.0,0.080634177,8.0,-0.06347061,-7.0
2,8,8,9.72791195,0.8779593109999999,-0.75671798,0,-10.0,0.080193102,8.0,-0.066227555,-7.0
3,0,0,9.72675323,0.935741961,-0.7460474970000001,0,-10.0,0.083507627,8.0,-0.062456697,-7.0
4,3,3,9.74460316,0.900166094,-0.758465409,0,-10.0,0.082213596,8.0,-0.064178906,-7.0
5,7,7,9.75038719,0.889935493,-0.7630500790000001,0,-10.0,0.081525609,8.0,-0.065359533,-7.0
6,11,11,9.81802368,0.873953938,-0.791619003,0,-10.0,0.081308276,8.0,-0.069060855,-7.0
7,2,2,9.80251884,0.9341527820000001,-0.77859509,0,-10.0,0.08425878,8.0,-0.06484156099999999,-7.0
8,6,6,9.82068634,0.8991652729999999,-0.791016698,0,-10.0,0.082996979,8.0,-0.066552527,-7.0
9,10,10,9.82513905,0.888589084,-0.795215428,0,-10.0,0.082269087,8.0,-0.06770817900000001,-7.0
10,12,74464,9.81893539,0.8752261999999998,-0.801564574,0,-10.0,0.080484718,8.0,-0.069585197,-7.0
11,9,9,9.86940479,0.87697953,-0.804956317,0,-10.0,0.082911149,8.0,-0.06965948599999999,-7.0
12,5,5,9.88719559,0.920147598,-0.8195535540000001,0,-10.0,0.084349275,8.0,-0.068000354,-7.0
