,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,8,8,7.10083199,0.988577127,1.56335008,0,-10.0,0.020130336000000002,2.0,0.034037582999999996,3.0
1,11,11,6.95991087,1.09149909,1.47580218,0,-10.0,0.021799747,2.0,0.030006092,3.0
2,5,5,7.10489273,1.21237421,1.48697996,0,-10.0,0.025877835,2.0,0.030929875,3.0
3,1,1,7.44601774,1.25235021,1.42303431,0,-10.0,0.029989328,2.0,0.033086300000000006,3.0
4,2,2,7.26987076,1.21090579,1.58535242,0,-10.0,0.026803071,2.0,0.034700342,3.0
5,4,4,7.21304798,1.29807818,1.56986547,0,-10.0,0.028488008,2.0,0.033136755,3.0
6,3,3,7.16199827,1.20703602,1.69525945,0,-10.0,0.025323257,2.0,0.035741329,3.0
7,0,0,7.55786324,1.15589952,1.72975433,0,-10.0,0.027644272999999997,2.0,0.038683277,3.0
8,7,7,6.89627361,1.20221138,1.74718261,0,-10.0,0.022744041,2.0,0.033911891,3.0
9,10,10,6.95380211,1.3757751,1.59561276,0,-10.0,0.028061399,2.0,0.030255307999999998,3.0
10,6,6,6.81471062,1.31484938,1.76759756,0,-10.0,0.024676627000000003,2.0,0.032608144,3.0
11,9,9,6.66049767,1.28379714,2.10256147,0,-10.0,0.021429729,2.0,0.036125802,3.0
12,12,33537,6.37294006,1.47384965,2.05619216,0,-10.0,0.023523502,2.0,0.032379694,3.0
