,u,v,w,x,x bin,y,y bin,z,z bin
0,9.57326412,0.10668207,1.53895736,0.127540946,12.0,0.0073561819999999984,0.0,-0.071351498,-8.0
1,9.60265446,0.135846317,1.58136261,0.124310121,12.0,0.006113741,0.0,-0.072251022,-8.0
2,9.76612186,0.13202202300000002,1.41037917,0.127277881,12.0,0.007256663000000002,0.0,-0.077385306,-8.0
3,9.74107838,0.14745101300000002,1.47947872,0.124220952,12.0,0.006411917,0.0,-0.075933136,-8.0
4,9.72203922,0.160645679,1.53144598,0.122369923,12.0,0.005514941,0.0,-0.075202808,-8.0
5,9.58417702,0.225579008,1.59388125,0.124876849,12.0,0.003258863,0.0,-0.071702667,-8.0
6,9.77404022,0.21359646300000001,1.48669791,0.122266501,12.0,0.003246329,0.0,-0.077320337,-8.0
7,9.71733952,0.258214384,1.53388751,0.121792942,12.0,0.0015705679999999998,0.0,-0.076510571,-8.0
8,9.71684551,0.272390246,1.47463477,0.126539081,12.0,0.0011302039999999999,0.0,-0.07473698299999999,-8.0
9,9.81598854,0.227522358,1.34100878,0.12998986199999998,12.0,0.002632452,0.0,-0.079701543,-8.0
104122,9.77771568,0.241420656,1.39541435,0.129001707,12.0,0.001626549,0.0,-0.07768172799999999,-8.0
