,u,v,w,x,x bin,y,y bin,z,z bin
0,12.1713638,0.149740323,-1.53766799,-0.01138212,-2.0,0.001764726,0.0,-0.080087692,-9.0
1,12.2463341,0.299634427,-1.6063329,-0.01450708,-2.0,0.007456123,0.0,-0.08483851,-9.0
2,12.1435375,0.191293925,-1.86994457,-0.015323222,-2.0,0.0030165590000000003,0.0,-0.081788153,-9.0
3,12.2683382,0.21015098699999998,-1.32211637,-0.012430459,-2.0,0.00677336,0.0,-0.08607512,-9.0
4,12.1948109,0.209116742,-1.53834081,-0.015136067,-2.0,0.005413584,0.0,-0.08669263099999999,-9.0
5,12.083755499999999,0.076390728,-2.0743834999999997,-0.01754339,-2.0,0.0006845530000000001,0.0,-0.08305046,-9.0
6,12.0695,0.083181828,-2.21830392,-0.019775914,-2.0,0.001499358,0.0,-0.08472012,-9.0
7,12.2227993,0.231324613,-1.56678736,-0.015795592,-2.0,0.006986761,0.0,-0.08779057900000001,-9.0
8,12.2461624,0.182335302,-1.10745978,-0.010665044,-2.0,0.006580814,0.0,-0.089278564,-9.0
9,12.171133,0.144423723,-1.43349826,-0.014383294,-2.0,0.001987479,0.0,-0.08899953199999999,-9.0
10,12.2604713,0.185320765,-1.17489886,-0.011750557,-2.0,0.00733341,0.0,-0.08965341800000001,-9.0
96780,12.131774900000002,0.140252963,-1.86660337,-0.019111287,-2.0,0.003337681,0.0,-0.089417383,-9.0
