,u,v,w,x,x bin,y,y bin,z,z bin
0,11.8793859,0.012353063,1.39486551,0.022968995,2.0,0.009525808,0.0,-0.090395629,-10.0
1,11.869959800000002,0.192307055,1.30369425,0.021320727,2.0,0.00392675,0.0,-0.09021186099999999,-10.0
2,11.8357334,0.177885428,1.3329699,0.023191402000000003,2.0,0.004569897,0.0,-0.091123059,-10.0
3,11.7374277,0.259508967,1.33521664,0.021793137999999997,2.0,0.000194054,0.0,-0.09063363099999999,-10.0
4,11.9201469,0.15080823,1.10032129,0.021539182,2.0,0.005973524,0.0,-0.094713904,-10.0
5,11.3634663,0.24421617399999998,1.74332488,0.029912867000000006,2.0,0.000890445,0.0,-0.09036638599999999,-10.0
6,11.726862,0.100184977,1.27454603,0.027111553,2.0,0.00830217,0.0,-0.096217766,-10.0
7,11.7294712,0.163424879,1.32351732,0.026781863,2.0,0.003697132,0.0,-0.095012359,-10.0
8,11.6336527,0.081083216,1.28657639,0.028808624,2.0,0.008979035,0.0,-0.098112606,-10.0
9,11.7426567,0.13972780099999998,1.17317152,0.025330372,2.0,0.005027198,0.0,-0.09769038099999999,-10.0
10,11.6710987,0.160910249,1.32865989,0.028251384,2.0,0.003049366,0.0,-0.096554264,-10.0
11,11.6020699,0.121397004,1.29929447,0.029300019,2.0,0.005126845,0.0,-0.098889701,-10.0
12,11.7452354,0.191774547,1.08778787,0.02408045,2.0,0.0013469270000000002,0.0,-0.098767661,-10.0
108900,11.5636358,0.176607743,1.30060911,0.029865452999999997,2.0,0.000837857,0.0,-0.099503093,-10.0
