,u,v,w,x,x bin,y,y bin,z,z bin
0,10.6880836,0.001898873,-0.25202775,0.041500345,4.0,0.008812903,0.0,0.13958282800000002,13.0
1,10.6891212,0.0057009999999999995,-0.257328182,0.041482218,4.0,0.006216146,0.0,0.13908530800000002,13.0
2,10.7331476,-0.006401306999999999,-0.326341093,0.04286751900000002,4.0,0.008497455,0.0,0.131214857,13.0
3,10.6965313,0.0049478790000000005,-0.26449126,0.041500777,4.0,0.006205928,0.0,0.138078704,13.0
4,10.704792,0.002075286,-0.270240784,0.041532248,4.0,0.00754482,0.0,0.13714206199999998,13.0
5,10.7601204,0.003457892,-0.303139001,0.040078864,4.0,0.005807048,0.0,0.131245881,13.0
6,10.6815834,0.013086618,-0.277511805,0.042480849,4.0,0.0007227980000000001,0.0,0.138000757,13.0
7,10.711167300000001,0.006976426,-0.265939534,0.040655099,4.0,0.004758955,0.0,0.137004152,13.0
8,10.7184525,0.000503055,-0.283248514,0.041567691,4.0,0.007647829,0.0,0.135302812,13.0
9,10.6890268,0.013180292,-0.286339462,0.042504877,4.0,0.000586145,0.0,0.13690999199999998,13.0
10,10.7015553,0.017560676,-0.309229642,0.042552181,4.0,2e-05,0.0,0.134714335,13.0
47453,10.695406,0.015197423,-0.297629476,0.042528443,4.0,0.00035434800000000004,0.0,0.135811567,13.0
