,u,v,w,x,x bin,y,y bin,z,z bin
0,8.9971056,0.437595308,3.88275003,-0.059000779,-6.0,0.007508495,0.0,0.06915835299999999,6.0
1,8.65686512,0.449589223,4.09059238,-0.059377260999999994,-6.0,0.00722186,0.0,0.066007614,6.0
2,8.98010635,0.4275169070000001,4.02649784,-0.054699123,-6.0,0.007454629,0.0,0.068159863,6.0
3,9.18915653,0.42294931399999997,3.91831017,-0.053602882000000004,-6.0,0.00781701,0.0,0.069803245,6.0
4,8.93471241,0.431483507,4.12994432,-0.05233907,-6.0,0.007526852,0.0,0.067238271,6.0
5,8.50313568,0.233533785,4.21522522,-0.05862852900000001,-6.0,0.003056437,0.0,0.065737404,6.0
6,9.2334547,0.159546465,4.04261541,-0.050179943,-6.0,0.003246357,0.0,0.069675334,6.0
7,8.71808529,0.244188935,4.10900402,-0.057730366,-6.0,0.003525135,0.0,0.06754352200000001,6.0
8,8.10746288,0.458640188,4.56985712,-0.0562969,-6.0,0.006271048,0.0,0.060602464,6.0
9,8.50007057,0.420857131,4.45358276,-0.051402297,-6.0,0.006530424,0.0,0.063260205,6.0
10,8.66429996,0.275775343,4.31896067,-0.052213818,-6.0,0.004196030999999999,0.0,0.06563600900000001,6.0
11,8.60649109,0.30808654399999996,4.28828001,-0.054387353,-6.0,0.004588287,0.0,0.065482721,6.0
12,8.99268913,0.15240295199999998,4.16845036,-0.051345915,-6.0,0.0026095420000000003,0.0,0.0678747,6.0
13,8.4525013,0.441444337,4.54278421,-0.050227996,-6.0,0.006842841,0.0,0.061950099,6.0
14,8.24333382,0.370915949,4.59867764,-0.052531891,-6.0,0.005087138,0.0,0.061360549,6.0
37788,7.89012194,0.136731923,4.68125963,-0.05688126,-6.0,0.000512286,0.0,0.06008888,6.0
