,u,v,w,x,x bin,y,y bin,z,z bin
0,9.48258209,0.058166616,-0.333329231,-0.173247784,-18.0,0.008255913,0.0,-0.062604085,-7.0
1,9.48838615,0.047580764000000005,-0.326597512,-0.174164951,-18.0,0.006520309,0.0,-0.062168703,-7.0
2,9.51109791,0.056409389,-0.324667573,-0.175022125,-18.0,0.009508492,0.0,-0.064738721,-7.0
3,9.49839115,0.052884989,-0.336371928,-0.17269901899999998,-18.0,0.007006025999999999,0.0,-0.06568383400000001,-7.0
4,9.49529457,0.045546915,-0.333263367,-0.172985241,-18.0,0.005448351,0.0,-0.064722456,-7.0
5,9.49993134,0.034401584,-0.321642488,-0.17474179,-18.0,0.0040880940000000004,0.0,-0.063021906,-7.0
6,9.49733067,0.06606172,-0.346868694,-0.17124378699999998,-18.0,0.009087587,0.0,-0.067586064,-7.0
7,9.50154686,0.026991541,-0.313319981,-0.17610040300000002,-18.0,0.003023248,0.0,-0.061752252,-7.0
8,9.4968071,0.023090176,-0.309734762,-0.17682278199999998,-18.0,0.001841009,0.0,-0.060893543,-7.0
9,9.524501800000001,0.038396381,-0.32502263800000003,-0.17451919600000002,-18.0,0.00533043,0.0,-0.067189261,-7.0
10,9.5084486,0.035210162,-0.334329665,-0.172598988,-18.0,0.00309375,0.0,-0.067103185,-7.0
11,9.51073742,0.027727142000000003,-0.325617969,-0.173931599,-18.0,0.0022606889999999998,0.0,-0.065636814,-7.0
12,9.50919724,0.022385966,-0.321333468,-0.174540818,-18.0,0.001305204,0.0,-0.064648926,-7.0
101562,9.50522232,0.017045813,-0.317757636,-0.175244823,-18.0,3.570000000000001e-05,0.0,-0.063493751,-7.0
