,u,v,w,x,x bin,y,y bin,z,z bin
0,9.99850368,0.101985402,0.538951337,0.185325012,18.0,0.005627729000000001,0.0,-0.103246033,-11.0
1,9.97341442,0.145901859,0.5522950289999999,0.187475964,18.0,0.0012754139999999999,0.0,-0.101711206,-11.0
2,10.0169115,0.067567006,0.511537194,0.18264991,18.0,0.008257631999999999,0.0,-0.107241079,-11.0
3,10.0024071,0.086814009,0.49254232600000003,0.18945051699999998,18.0,0.004368605,0.0,-0.10703811,-11.0
4,9.9887867,0.112687014,0.514312685,0.187431127,18.0,0.00255907,0.0,-0.105648637,-11.0
5,9.9711237,0.141070575,0.5567200179999999,0.183059067,18.0,0.000120506,0.0,-0.10447555800000001,-11.0
6,10.0137043,0.06510713,0.475773096,0.187974557,18.0,0.008210789,0.0,-0.109957859,-11.0
7,9.99750328,0.091327786,0.503210068,0.18402901300000002,18.0,0.0034731420000000002,0.0,-0.10897813699999999,-11.0
8,9.98744869,0.11090032,0.5113089679999999,0.185902953,18.0,0.00183909,0.0,-0.107120275,-11.0
129879,9.98949909,0.100493118,0.48923301700000005,0.187499613,18.0,0.000916338,0.0,-0.109689467,-11.0
