,u,v,w,x,x bin,y,y bin,z,z bin
0,11.1491127,0.442428559,-2.66696382,-0.038397167,-4.0,0.007992879,0.0,-0.090298072,-10.0
1,11.3016911,0.294732034,-2.51900291,-0.035781361,-4.0,0.005005029,0.0,-0.090769887,-10.0
2,11.298713699999999,0.364061236,-2.2961638,-0.035233166,-4.0,0.009020513,0.0,-0.093650855,-10.0
3,11.2819347,0.345589608,-2.33728695,-0.035832051000000004,-4.0,0.007267546999999998,0.0,-0.092874467,-10.0
4,11.1302691,0.308003694,-2.52170944,-0.038801964,-4.0,0.005033374,0.0,-0.09211138599999999,-10.0
5,11.5104675,0.152048767,-2.20821619,-0.032015048,-4.0,0.00288111,0.0,-0.092464835,-10.0
6,11.191885899999999,0.130820513,-2.6590085,-0.038100157,-4.0,7.65e-06,0.0,-0.09040440599999999,-10.0
7,11.3014126,0.301502764,-2.12452555,-0.035144057,-4.0,0.007978365,0.0,-0.095435254,-10.0
8,11.2861967,0.211026013,-2.18745494,-0.035882383999999996,-4.0,0.004093464000000001,0.0,-0.09442173699999999,-10.0
9,11.2814894,0.14836856699999998,-2.26983786,-0.036134355,-4.0,0.00213733,0.0,-0.093682505,-10.0
10,11.1935043,0.33497968300000003,-2.15774345,-0.03681298,-4.0,0.009547977,0.0,-0.096404091,-10.0
11,11.341773,0.145880789,-1.72601259,-0.03170269,-4.0,0.001032259,0.0,-0.099343091,-10.0
12,11.089163800000001,0.261468947,-1.96394384,-0.038581841,-4.0,0.008279268000000001,0.0,-0.099371888,-10.0
13,11.1625862,0.194136545,-1.80771148,-0.036590748,-4.0,0.004723222,0.0,-0.09996856,-10.0
111169,11.1762857,0.155621573,-1.79914224,-0.035590578,-4.0,0.001730942,0.0,-0.099748492,-10.0
